,0
0,0.9711107611656189
1,0.9583185911178589
2,0.9466996788978577
3,0.9337762594223022
4,0.919106662273407
5,0.9028952121734619
6,0.8856503367424011
7,0.8680127263069153
8,0.8506033420562744
9,0.8339576125144958
10,0.8185504674911499
11,0.8048111796379089
12,0.7930653691291809
13,0.7834442853927612
14,0.7758539319038391
15,0.7700438499450684
16,0.7657211422920227
17,0.7626200318336487
18,0.76050865650177
19,0.7591710686683655
20,0.7584001421928406
21,0.7580052614212036
22,0.7578287720680237
23,0.7577563524246216
24,0.7577164769172668
25,0.7576721906661987
26,0.7576099038124084
27,0.7575294971466064
28,0.7574365735054016
29,0.7573385834693909
30,0.7572422027587891
31,0.7571523189544678
32,0.7570712566375732
33,0.7570000290870667
34,0.756938099861145
35,0.7568835020065308
36,0.7568348050117493
37,0.7567898035049438
38,0.7567464709281921
39,0.7567034363746643
40,0.7566593289375305
41,0.7566132545471191
42,0.756564199924469
43,0.7565117478370667
44,0.7564553022384644
45,0.7563941478729248
46,0.7563280463218689
47,0.7562565803527832
48,0.7561792135238647
49,0.756095290184021
50,0.7560043931007385
51,0.7559058666229248
52,0.7557990550994873
53,0.7556834816932678
54,0.7555582523345947
55,0.7554230093955994
56,0.7552770972251892
57,0.7551196217536926
58,0.7549499869346619
59,0.7547677159309387
60,0.754571795463562
61,0.7543613314628601
62,0.7541350722312927
63,0.7538914680480957
64,0.7536283731460571
65,0.7533426880836487
66,0.7530303001403809
67,0.7526850700378418
68,0.7522979974746704
69,0.7518559098243713
70,0.7513392567634583
71,0.7507176995277405
72,0.7499437928199768
73,0.7489413022994995
74,0.7475826740264893
75,0.7456486225128174
76,0.7427528500556946
77,0.7382057309150696
78,0.730813205242157
79,0.7187501788139343
80,0.7001476287841797
81,0.675372838973999
82,0.6493483781814575
83,0.6285595297813416
84,0.615177571773529
85,0.608773946762085
86,0.608596682548523
87,0.6052514314651489
88,0.6030986309051514
89,0.6008468866348267
90,0.6005263924598694
91,0.5998741388320923
92,0.5980709791183472
93,0.5973602533340454
94,0.5970906615257263
95,0.5970344543457031
96,0.5969899892807007
97,0.5969457626342773
98,0.5968837141990662
99,0.5968093276023865
