,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.8774117231369019,0.22460436820983887,0.6730971336364746,-0.32604026794433594,0.07061386108398438,-0.23380255699157715,-0.7853270769119263,-0.8486200571060181,0.9941260814666748,-0.7846324443817139,-0.22282648086547852,-0.7511286735534668,0.534988284111023,0.10522043704986572,-0.22423911094665527,-0.9841091632843018,-0.8032554388046265,0.2799041271209717,0.822547435760498,0.7096095085144043,0.791131854057312,-0.4104766845703125,-0.005220174789428711,0.416607141494751
1,0.8249351978302002,0.27708086371421814,0.7255736589431763,-0.2735637426376343,0.12309039384126663,-0.1813260167837143,-0.8378034830093384,-0.8486200571060181,0.9416613578796387,-0.732155978679657,-0.17034994065761566,-0.803604781627655,0.5874646306037903,0.15769696235656738,-0.22423911094665527,-0.9841091632843018,-0.8032554388046265,0.2799041271209717,0.822547435760498,0.762086033821106,0.7386553287506104,-0.4104766845703125,-0.005220174789428711,0.416607141494751
2,0.7872631549835205,0.3015836477279663,0.7646645903587341,-0.24048510193824768,0.15004673600196838,-0.1419246792793274,-0.888598620891571,-0.8486200571060181,0.9935464262962341,-0.7049278020858765,-0.13183288276195526,-0.8491844534873962,0.5518960356712341,0.19330529868602753,-0.22423911094665527,-0.9841091632843018,-0.8032554388046265,0.2799041271209717,0.822547435760498,0.7953577637672424,0.7441340684890747,-0.4104766845703125,-0.005220174789428711,0.416607141494751
3,0.7497350573539734,0.3040452301502228,0.8028709292411804,-0.21221868693828583,0.17471542954444885,-0.10501833260059357,-0.9363177418708801,-0.8486200571060181,1.0038387775421143,-0.6755786538124084,-0.09683231264352798,-0.8717416524887085,0.5176834464073181,0.2250511795282364,-0.22423911094665527,-0.9841091632843018,-0.8032554388046265,0.2799041271209717,0.822547435760498,0.8261418342590332,0.7799714803695679,-0.4104766845703125,-0.005220174789428711,0.416607141494751
4,0.7113397121429443,0.285880982875824,0.8413945436477661,-0.1869392991065979,0.19782602787017822,-0.0676281601190567,-0.9842548370361328,-0.8486200571060181,0.9689100384712219,-0.6476105451583862,-0.06132088229060173,-0.8864876627922058,0.473175048828125,0.25530973076820374,-0.22423911094665527,-0.9841091632843018,-0.8032554388046265,0.2799041271209717,0.822547435760498,0.858002781867981,0.8263494968414307,-0.4104766845703125,-0.005220174789428711,0.416607141494751
5,0.6713410019874573,0.2502533495426178,0.8802175521850586,-0.166109099984169,0.21579524874687195,-0.02898731827735901,-1.0334792137145996,-0.8486200571060181,0.9120591878890991,-0.6221646070480347,-0.02373778074979782,-0.9046131372451782,0.42018964886665344,0.28493326902389526,-0.22423911094665527,-0.9841091632843018,-0.8032554388046265,0.2799041271209717,0.822547435760498,0.8895859718322754,0.8776816725730896,-0.4104766845703125,-0.005220174789428711,0.416607141494751
6,0.629228949546814,0.20353937149047852,0.9194477796554565,-0.15257371962070465,0.225056990981102,0.011066311970353127,-1.0840684175491333,-0.8486200571060181,0.849423348903656,-0.5971212387084961,0.015937767922878265,-0.9201435446739197,0.36426329612731934,0.3129354417324066,-0.22423911094665527,-0.9841091632843018,-0.8032554388046265,0.2799041271209717,0.822547435760498,0.9174860715866089,0.9320723414421082,-0.4104766845703125,-0.005220174789428711,0.416607141494751
7,0.5850120186805725,0.15141676366329193,0.9590254426002502,-0.1487438976764679,0.22490355372428894,0.052632272243499756,-1.1356196403503418,-0.8486200571060181,0.785132110118866,-0.5683358311653137,0.057047512382268906,-0.9247363805770874,0.3088434040546417,0.3366076946258545,-0.22423911094665527,-0.9841091632843018,-0.8032554388046265,0.2799041271209717,0.822547435760498,0.9380645155906677,0.9882622361183167,-0.4104766845703125,-0.005220174789428711,0.416607141494751
8,0.5390399694442749,0.09753196686506271,0.9984312653541565,-0.15526755154132843,0.21783043444156647,0.09581081569194794,-1.1875419616699219,-0.8486200571060181,0.7200537919998169,-0.5318729281425476,0.09906038641929626,-0.9276049733161926,0.2555939257144928,0.35289162397384644,-0.22423911094665527,-0.9841091632843018,-0.8032554388046265,0.2799041271209717,0.822547435760498,0.9485774040222168,1.045327067375183,-0.4104766845703125,-0.005220174789428711,0.416607141494751
9,0.49161213636398315,0.04393819347023964,1.0374212265014648,-0.17156721651554108,0.20737428963184357,0.14052946865558624,-1.2392280101776123,-0.8486200571060181,0.6543576717376709,-0.4869483411312103,0.1416117250919342,-0.9233488440513611,0.20688781142234802,0.35926520824432373,-0.22423911094665527,-0.9841091632843018,-0.8032554388046265,0.2799041271209717,0.822547435760498,0.948032021522522,1.1026170253753662,-0.4104766845703125,-0.005220174789428711,0.416607141494751
