,0
0,1.1005522012710571
1,1.0026131868362427
2,0.9162167310714722
3,0.840087890625
4,0.7806990146636963
5,0.7403213381767273
6,0.7131668329238892
7,0.6935357451438904
8,0.677738606929779
9,0.664101243019104
10,0.6523096561431885
11,0.6422585844993591
12,0.6335933208465576
13,0.6258682012557983
14,0.6187681555747986
15,0.6121548414230347
16,0.6059821844100952
17,0.6002119779586792
18,0.5947823524475098
19,0.5896185636520386
20,0.5846549272537231
21,0.5798509120941162
22,0.5751909613609314
23,0.5706877708435059
24,0.5663726329803467
25,0.5623288750648499
26,0.5587576031684875
27,0.55635666847229
28,0.5561085939407349
29,0.5575951337814331
30,0.5575379133224487
31,0.5525702834129333
32,0.5478565692901611
33,0.5439793467521667
34,0.5416366457939148
35,0.5400446653366089
36,0.5391056537628174
37,0.5385867357254028
38,0.5382296442985535
39,0.5378262400627136
40,0.5372063517570496
41,0.5366138219833374
42,0.5360246896743774
43,0.5355472564697266
44,0.5351244211196899
45,0.5347855091094971
46,0.5344942212104797
47,0.5342699885368347
48,0.5340862274169922
49,0.5339677929878235
50,0.5338867902755737
51,0.5338765978813171
52,0.533901572227478
53,0.5340017080307007
54,0.534126877784729
55,0.5343164205551147
56,0.5345014929771423
57,0.5347099304199219
58,0.5348653197288513
59,0.5349801778793335
60,0.5350056290626526
61,0.5349451303482056
62,0.5348070859909058
63,0.5345858335494995
64,0.5343369245529175
65,0.5340380072593689
66,0.5337592959403992
67,0.5334616303443909
68,0.5332087874412537
69,0.532953679561615
70,0.5327496528625488
71,0.5325489044189453
72,0.5323969125747681
73,0.5322481989860535
74,0.5321449637413025
75,0.532042920589447
76,0.5319849252700806
77,0.5319253206253052
78,0.531911313533783
79,0.5318921208381653
80,0.5319238901138306
81,0.531944215297699
82,0.5320245623588562
83,0.5320823788642883
84,0.5322125554084778
85,0.5323001146316528
86,0.5324744582176208
87,0.5325731635093689
88,0.5327736735343933
89,0.5328508019447327
90,0.5330443382263184
91,0.5330583453178406
92,0.5332044363021851
93,0.5331213474273682
94,0.5331887602806091
95,0.5330007076263428
96,0.5329827666282654
97,0.5327113270759583
98,0.5326251983642578
99,0.5323077440261841
100,0.5321822166442871
101,0.5318548083305359
102,0.5317176580429077
103,0.5314053893089294
104,0.5312777161598206
105,0.5309949517250061
106,0.5308923125267029
107,0.5306464433670044
108,0.5305813550949097
109,0.5303767323493958
110,0.5303605794906616
111,0.5301999449729919
112,0.5302439332008362
113,0.5301275253295898
114,0.5302394032478333
115,0.5301610231399536
116,0.5303395986557007
117,0.530280590057373
118,0.530507504940033
119,0.5304344892501831
