,0
0,0.3316582914572864
1,0.5025125628140703
2,0.6608040201005025
3,0.7386934673366834
4,0.7537688442211056
5,0.7763819095477387
6,0.7839195979899497
7,0.7814070351758794
8,0.7839195979899497
9,0.7889447236180904
10,0.7939698492462312
11,0.8090452261306532
12,0.8090452261306532
13,0.8090452261306532
14,0.8065326633165829
15,0.8165829145728644
16,0.8115577889447236
17,0.8115577889447236
18,0.8115577889447236
19,0.8115577889447236
20,0.8090452261306532
21,0.8065326633165829
22,0.7939698492462312
23,0.7889447236180904
24,0.7763819095477387
25,0.7713567839195979
26,0.7713567839195979
27,0.7613065326633166
28,0.7763819095477387
29,0.7587939698492462
30,0.7814070351758794
31,0.7613065326633166
32,0.7839195979899497
33,0.7688442211055276
34,0.7788944723618091
35,0.7763819095477387
36,0.7713567839195979
37,0.7713567839195979
38,0.7738693467336684
39,0.7738693467336684
40,0.7763819095477387
41,0.7788944723618091
42,0.7864321608040201
43,0.7814070351758794
44,0.7864321608040201
45,0.7889447236180904
46,0.7964824120603015
47,0.7914572864321608
48,0.7964824120603015
49,0.7914572864321608
50,0.8015075376884422
51,0.7914572864321608
52,0.8015075376884422
53,0.7914572864321608
54,0.7989949748743719
55,0.7914572864321608
56,0.7989949748743719
57,0.7914572864321608
58,0.7989949748743719
59,0.7939698492462312
60,0.7989949748743719
61,0.7939698492462312
62,0.7989949748743719
63,0.7914572864321608
64,0.7989949748743719
65,0.7914572864321608
66,0.7964824120603015
67,0.7914572864321608
68,0.7964824120603015
69,0.7914572864321608
70,0.7939698492462312
71,0.7914572864321608
72,0.7939698492462312
73,0.7914572864321608
74,0.7939698492462312
75,0.7889447236180904
76,0.7939698492462312
77,0.7864321608040201
78,0.7939698492462312
79,0.7814070351758794
80,0.7939698492462312
81,0.7788944723618091
82,0.7939698492462312
83,0.7788944723618091
84,0.7914572864321608
85,0.7788944723618091
86,0.7914572864321608
87,0.7788944723618091
88,0.7914572864321608
89,0.7763819095477387
90,0.7914572864321608
91,0.7738693467336684
92,0.7914572864321608
93,0.7738693467336684
94,0.7914572864321608
95,0.7713567839195979
96,0.7889447236180904
97,0.7713567839195979
98,0.7889447236180904
99,0.7713567839195979
100,0.7889447236180904
101,0.7713567839195979
102,0.7889447236180904
103,0.7738693467336684
104,0.7889447236180904
105,0.7738693467336684
106,0.7889447236180904
107,0.7738693467336684
108,0.7864321608040201
109,0.7738693467336684
110,0.7839195979899497
111,0.7738693467336684
112,0.7788944723618091
113,0.7688442211055276
114,0.7788944723618091
115,0.7713567839195979
116,0.7788944723618091
117,0.7613065326633166
118,0.7788944723618091
119,0.7613065326633166
