,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,-0.14670240879058838,-0.3510150909423828,0.7539201974868774,0.9525996446609497,0.7091906070709229,0.09407734870910645,0.40888988971710205,-0.6937911510467529,-0.025238394737243652,0.2809494733810425,-0.3027225732803345,0.5636502504348755,0.5330663919448853,-0.43683791160583496,0.6934763193130493,-0.6648358106613159,0.23482131958007812,0.7641324996948242,-0.5402108430862427,0.48068809509277344,-0.9954228401184082,-0.10230803489685059,-0.3751718997955322,0.6545578241348267,0.25874900817871094,0.004263639450073242,0.9991190433502197,-0.1298205852508545,0.5843510627746582,0.27911365032196045,-0.8724712133407593,0.4139125347137451,0.24709928035736084,0.14247572422027588,-0.5321207046508789,0.6076135635375977,-0.6100025177001953,-0.24423301219940186,0.9637793302536011,0.21300148963928223
1,-0.19917896389961243,-0.29853856563568115,0.701443612575531,0.9001230597496033,0.6567140817642212,0.0416007936000824,0.4613664150238037,-0.7462677359580994,0.0272381491959095,0.33342596888542175,-0.2502460479736328,0.511173665523529,0.4805898666381836,-0.3843621015548706,0.7459529042243958,-0.6123592853546143,0.18234476447105408,0.8166090846061707,-0.5926873683929443,0.428211510181427,-0.9429462552070618,-0.15478459000587463,-0.4276484251022339,0.6020816564559937,0.20627246797084808,0.056740179657936096,0.9466424584388733,-0.07734403014183044,0.6368276476860046,0.3315901756286621,-0.9249476790428162,0.36143597960472107,0.1946227252483368,0.08999916911125183,-0.47964420914649963,0.5551369786262512,-0.5575259327888489,-0.29670950770378113,0.9113028049468994,0.2654779851436615
2,-0.23979133367538452,-0.25506895780563354,0.6592444181442261,0.8914490938186646,0.6083704829216003,2.4294480681419373e-05,0.4996080696582794,-0.7881931066513062,0.07107947766780853,0.38158583641052246,-0.21147385239601135,0.4694466292858124,0.43222692608833313,-0.33243924379348755,0.7934057712554932,-0.5630715489387512,0.141649067401886,0.8619935512542725,-0.641990065574646,0.39244717359542847,-0.9002766609191895,-0.19275788962841034,-0.4655398726463318,0.5499440431594849,0.1675463616847992,0.10398951172828674,0.90555340051651,-0.03461471199989319,0.6777859926223755,0.37198343873023987,-0.9603257179260254,0.3248750567436218,0.15595658123493195,0.04829012230038643,-0.43879199028015137,0.5182456970214844,-0.5126806497573853,-0.347363144159317,0.9046751260757446,0.3087732493877411
3,-0.2767495810985565,-0.21611154079437256,0.6216136813163757,0.9130483269691467,0.5637048482894897,-0.03676772490143776,0.5293449759483337,-0.8261909484863281,0.11058879643678665,0.428337037563324,-0.17403769493103027,0.43091481924057007,0.3862078785896301,-0.3383335471153259,0.8397608399391174,-0.5148212909698486,0.10526236891746521,0.9053897261619568,-0.6855309009552002,0.364618182182312,-0.8621177077293396,-0.22610007226467133,-0.4970954954624176,0.49958810210227966,0.1341422200202942,0.1495148241519928,0.8687477111816406,0.004260422196239233,0.7148362398147583,0.4029473662376404,-1.0094475746154785,0.29921355843544006,0.12456146627664566,0.009985271841287613,-0.39640161395072937,0.49038490653038025,-0.47171464562416077,-0.3941224217414856,0.9339138865470886,0.347059041261673
4,-0.3103601038455963,-0.18606474995613098,0.5897048711776733,0.9455094337463379,0.5232216119766235,-0.06773513555526733,0.5458663105964661,-0.8611421585083008,0.14602988958358765,0.4710536003112793,-0.13380984961986542,0.39441725611686707,0.3426496684551239,-0.3912866413593292,0.8852354884147644,-0.46724772453308105,0.07271189242601395,0.946295976638794,-0.7183981537818909,0.34420448541641235,-0.8291897773742676,-0.2565155327320099,-0.5241585373878479,0.45273342728614807,0.10223141312599182,0.19319038093090057,0.8343916535377502,0.038734450936317444,0.7489221692085266,0.42323702573776245,-1.064652442932129,0.2867250442504883,0.10233451426029205,-0.02608034759759903,-0.35070353746414185,0.47286030650138855,-0.43662229180336,-0.43812185525894165,0.9575484991073608,0.3778969943523407
5,-0.3387288749217987,-0.17358142137527466,0.5669525265693665,0.9688853621482849,0.4848625361919403,-0.08954182267189026,0.5447791218757629,-0.8898322582244873,0.17276689410209656,0.5020703077316284,-0.09248323738574982,0.3593725264072418,0.30284568667411804,-0.44337648153305054,0.928820788860321,-0.42169681191444397,0.045450933277606964,0.9830337762832642,-0.731741189956665,0.32995688915252686,-0.8046684265136719,-0.28304359316825867,-0.548541247844696,0.4100704491138458,0.07064209878444672,0.233335480093956,0.8010157346725464,0.06631657481193542,0.778861403465271,0.4457065463066101,-1.1175127029418945,0.2884978950023651,0.09321197867393494,-0.05924028903245926,-0.30370432138442993,0.46350333094596863,-0.41277721524238586,-0.4773429036140442,0.9452041983604431,0.4007229804992676
6,-0.36096686124801636,-0.1766374111175537,0.5548538565635681,0.9766778349876404,0.4463548958301544,-0.10124816745519638,0.5308078527450562,-0.9091569185256958,0.18612618744373322,0.5165426135063171,-0.05529250577092171,0.3258768916130066,0.26742708683013916,-0.48411068320274353,0.9699246883392334,-0.3802582919597626,0.024640928953886032,1.0153056383132935,-0.7222309112548828,0.31977900862693787,-0.7896304130554199,-0.303397536277771,-0.5690743327140808,0.36928802728652954,0.041778814047575,0.26866912841796875,0.7680638432502747,0.08687674254179001,0.8044900298118591,0.48189035058021545,-1.1611844301223755,0.29792919754981995,0.09749960154294968,-0.08873201906681061,-0.25560805201530457,0.45846691727638245,-0.40218299627304077,-0.507832407951355,0.926580011844635,0.41913172602653503
7,-0.37742865085601807,-0.18604589998722076,0.5501669049263,0.9774863719940186,0.4094579517841339,-0.10392889380455017,0.510916531085968,-0.9189460277557373,0.18767906725406647,0.5171023607254028,-0.025201372802257538,0.2959696054458618,0.2360725998878479,-0.5045382976531982,1.008205771446228,-0.34387528896331787,0.010227830149233341,1.0434364080429077,-0.7007171511650085,0.31138691306114197,-0.7811227440834045,-0.3157392740249634,-0.5876325368881226,0.32888203859329224,0.016666453331708908,0.29884248971939087,0.7354382276535034,0.1022629365324974,0.8279727697372437,0.5286256074905396,-1.198422908782959,0.30667147040367126,0.11167117208242416,-0.11354772746562958,-0.20734013617038727,0.45561712980270386,-0.4003799259662628,-0.5269484519958496,0.9345418810844421,0.4328773319721222
8,-0.3888998031616211,-0.198354572057724,0.5479538440704346,0.9782978296279907,0.37615951895713806,-0.0983055830001831,0.48917919397354126,-0.9197201728820801,0.1813957691192627,0.5103247165679932,-0.002081599086523056,0.2712055742740631,0.20825938880443573,-0.5002053380012512,1.0436664819717407,-0.3120073676109314,0.0009776121005415916,1.0672104358673096,-0.6764736771583557,0.3030918538570404,-0.7762703895568848,-0.3191598951816559,-0.609120786190033,0.28981828689575195,-0.005352047272026539,0.32470881938934326,0.7037784457206726,0.11369412392377853,0.8515315651893616,0.5794381499290466,-1.2383301258087158,0.3120885193347931,0.1322712004184723,-0.133279487490654,-0.16085535287857056,0.4525136351585388,-0.4025842547416687,-0.5339476466178894,0.96235191822052,0.4393370747566223
9,-0.39642322063446045,-0.21073566377162933,0.5455449223518372,0.9838665127754211,0.34580981731414795,-0.0870409831404686,0.46878936886787415,-0.9124954342842102,0.170337975025177,0.5032138228416443,0.015911150723695755,0.2511611878871918,0.1834058165550232,-0.47999757528305054,1.0767375230789185,-0.2840358018875122,-0.004923469386994839,1.08706533908844,-0.650702714920044,0.2936251759529114,-0.773116409778595,-0.31563252210617065,-0.6338541507720947,0.25437936186790466,-0.02418987639248371,0.34768348932266235,0.6743930578231812,0.1219058707356453,0.8764631748199463,0.629370927810669,-1.2820959091186523,0.3135974407196045,0.15644733607769012,-0.148909792304039,-0.1158185750246048,0.44649261236190796,-0.40637657046318054,-0.5328289866447449,1.002548336982727,0.4384876489639282
