,0
0,0.37185929648241206
1,0.6557788944723618
2,0.6758793969849246
3,0.6608040201005025
4,0.6984924623115578
5,0.6834170854271356
6,0.6884422110552764
7,0.6884422110552764
8,0.6809045226130653
9,0.6959798994974874
10,0.6934673366834171
11,0.7060301507537688
12,0.7010050251256281
13,0.7261306532663316
14,0.7160804020100503
15,0.7462311557788944
16,0.7185929648241206
17,0.7638190954773869
18,0.7286432160804021
19,0.7512562814070352
20,0.7336683417085427
21,0.7386934673366834
22,0.7336683417085427
23,0.7286432160804021
24,0.7311557788944724
25,0.7135678391959799
26,0.7110552763819096
27,0.7035175879396985
28,0.7135678391959799
29,0.6984924623115578
30,0.7035175879396985
31,0.6859296482412061
32,0.7060301507537688
33,0.6809045226130653
34,0.6984924623115578
35,0.6809045226130653
36,0.6959798994974874
37,0.6859296482412061
38,0.6884422110552764
39,0.6884422110552764
40,0.6809045226130653
41,0.6884422110552764
42,0.6708542713567839
43,0.6909547738693468
44,0.6708542713567839
45,0.6809045226130653
46,0.6708542713567839
47,0.678391959798995
48,0.6733668341708543
49,0.6809045226130653
50,0.6708542713567839
51,0.6809045226130653
52,0.6708542713567839
53,0.6758793969849246
54,0.6708542713567839
55,0.6733668341708543
56,0.6733668341708543
57,0.6733668341708543
58,0.6708542713567839
59,0.6733668341708543
60,0.6683417085427136
61,0.6809045226130653
62,0.6708542713567839
63,0.6809045226130653
64,0.6708542713567839
65,0.678391959798995
66,0.6758793969849246
67,0.6758793969849246
68,0.6758793969849246
69,0.678391959798995
70,0.678391959798995
71,0.678391959798995
72,0.6809045226130653
73,0.678391959798995
74,0.6834170854271356
75,0.678391959798995
76,0.6834170854271356
77,0.6758793969849246
78,0.678391959798995
79,0.6859296482412061
80,0.6758793969849246
81,0.6834170854271356
82,0.6733668341708543
83,0.6834170854271356
84,0.6834170854271356
85,0.6884422110552764
86,0.6809045226130653
87,0.6859296482412061
88,0.6733668341708543
89,0.6809045226130653
90,0.678391959798995
91,0.6884422110552764
92,0.6884422110552764
93,0.6884422110552764
94,0.7010050251256281
95,0.6884422110552764
96,0.6934673366834171
97,0.6859296482412061
98,0.6859296482412061
99,0.6909547738693468
