,0
0,1.0
1,0.9450032114982605
2,0.9250592589378357
3,0.9051997661590576
4,0.854468047618866
5,0.8212223649024963
6,0.8046934604644775
7,0.7934744358062744
8,0.7859529852867126
9,0.778169572353363
10,0.777657687664032
11,0.7767734527587891
12,0.769285261631012
13,0.7580724358558655
14,0.7424055933952332
15,0.7283322811126709
16,0.712942361831665
17,0.7030032277107239
18,0.6998814940452576
19,0.6840006113052368
20,0.6645400524139404
21,0.6479489803314209
22,0.6378381252288818
23,0.6291208863258362
24,0.6237810254096985
25,0.6219625473022461
26,0.6296920776367188
27,0.6423829197883606
28,0.6540018320083618
29,0.6478773951530457
30,0.6348287463188171
31,0.6248072981834412
32,0.6174675226211548
33,0.6133961081504822
34,0.6107954978942871
35,0.6094745397567749
36,0.6101334691047668
37,0.6104698777198792
38,0.613743245601654
39,0.6147541999816895
40,0.6190654635429382
41,0.6188956499099731
42,0.6208323240280151
43,0.6180762052536011
44,0.61789870262146
45,0.615065336227417
46,0.6153020262718201
47,0.6121683716773987
48,0.6116745471954346
49,0.6076129078865051
50,0.6068859100341797
51,0.6041755676269531
52,0.6045868396759033
53,0.6038138270378113
54,0.6052713990211487
55,0.6054745316505432
56,0.6070104837417603
57,0.6069359183311462
58,0.6076443791389465
59,0.6067513823509216
60,0.606573224067688
61,0.6051859855651855
62,0.6046107411384583
63,0.6032411456108093
64,0.6027159690856934
65,0.6016901731491089
66,0.6014856100082397
67,0.6009812355041504
68,0.6012908816337585
69,0.6014575362205505
70,0.6024720668792725
71,0.603444516658783
72,0.6052488088607788
73,0.6069132685661316
74,0.6091282367706299
75,0.6107398867607117
76,0.6123891472816467
77,0.6129040122032166
78,0.6133526563644409
79,0.6126421689987183
80,0.6124592423439026
81,0.6113930940628052
82,0.6115655303001404
83,0.6107351183891296
84,0.6114174723625183
85,0.6103191375732422
86,0.6106218099594116
87,0.6084577441215515
88,0.6077840328216553
89,0.6049045920372009
90,0.603799045085907
91,0.6012030839920044
92,0.6004523038864136
93,0.5987005233764648
94,0.5987374186515808
95,0.5980058312416077
96,0.5991662740707397
97,0.5997235178947449
98,0.6025686860084534
99,0.604953408241272
