,0
0,1.0641852617263794
1,1.0511783361434937
2,1.0417802333831787
3,1.0332401990890503
4,1.0250004529953003
5,1.0169365406036377
6,1.0090528726577759
7,1.0013881921768188
8,0.9939740896224976
9,0.986811637878418
10,0.9798567891120911
11,0.9730127453804016
12,0.9661325216293335
13,0.9590367674827576
14,0.9515427350997925
15,0.9435022473335266
16,0.9348304867744446
17,0.9255188703536987
18,0.9156304597854614
19,0.9052860140800476
20,0.8946452140808105
21,0.8838892579078674
22,0.873203694820404
23,0.8627644181251526
24,0.8527257442474365
25,0.8432114720344543
26,0.8343107104301453
27,0.826075553894043
28,0.8185250759124756
29,0.8116505146026611
30,0.8054226636886597
31,0.7998011112213135
32,0.7947403192520142
33,0.7901957631111145
34,0.786126971244812
35,0.7824978232383728
36,0.7792763113975525
37,0.7764334082603455
38,0.7739415168762207
39,0.7717738151550293
40,0.769903302192688
41,0.768302857875824
42,0.766946017742157
43,0.7658061385154724
44,0.7648579478263855
45,0.7640770673751831
46,0.7634412050247192
47,0.7629295587539673
48,0.762523353099823
49,0.7622054815292358
50,0.7619611024856567
51,0.7617769241333008
52,0.7616417407989502
53,0.7615454792976379
54,0.7614797353744507
55,0.761437714099884
56,0.7614133954048157
57,0.7614021301269531
58,0.7613999843597412
59,0.7614039182662964
60,0.7614113688468933
61,0.7614206075668335
62,0.7614304423332214
63,0.7614397406578064
64,0.761448085308075
65,0.761454701423645
66,0.7614598870277405
67,0.7614632844924927
68,0.7614650130271912
69,0.761465311050415
70,0.7614643573760986
71,0.7614623308181763
72,0.7614593505859375
73,0.7614558339118958
74,0.7614516615867615
75,0.7614473104476929
76,0.7614428400993347
77,0.7614383697509766
78,0.7614339590072632
79,0.7614296674728394
80,0.761425793170929
81,0.7614221572875977
82,0.7614187598228455
83,0.7614158987998962
84,0.7614130973815918
85,0.7614108324050903
86,0.761408805847168
87,0.7614070773124695
88,0.7614055871963501
89,0.761404275894165
90,0.7614033222198486
91,0.7614025473594666
92,0.7614017724990845
93,0.7614012956619263
94,0.7614009380340576
95,0.7614006400108337
96,0.7614004015922546
97,0.7614001631736755
98,0.7613999843597412
99,0.7613999843597412
