,0
0,0.3542713567839196
1,0.3542713567839196
2,0.3442211055276382
3,0.31155778894472363
4,0.27889447236180903
5,0.3693467336683417
6,0.4899497487437186
7,0.5879396984924623
8,0.6080402010050251
9,0.6155778894472361
10,0.6080402010050251
11,0.6130653266331658
12,0.6155778894472361
13,0.6180904522613065
14,0.6256281407035176
15,0.6256281407035176
16,0.6306532663316583
17,0.635678391959799
18,0.6432160804020101
19,0.6482412060301508
20,0.6482412060301508
21,0.6507537688442211
22,0.6608040201005025
23,0.6658291457286433
24,0.6708542713567839
25,0.6758793969849246
26,0.6834170854271356
27,0.6834170854271356
28,0.6859296482412061
29,0.6859296482412061
30,0.6809045226130653
31,0.6834170854271356
32,0.6859296482412061
33,0.6884422110552764
34,0.6909547738693468
35,0.6909547738693468
36,0.6909547738693468
37,0.6909547738693468
38,0.6909547738693468
39,0.6909547738693468
40,0.6884422110552764
41,0.6884422110552764
42,0.6859296482412061
43,0.6859296482412061
44,0.6884422110552764
45,0.6884422110552764
46,0.6884422110552764
47,0.6884422110552764
48,0.6884422110552764
49,0.6859296482412061
50,0.6859296482412061
51,0.6859296482412061
52,0.6859296482412061
53,0.6859296482412061
54,0.6859296482412061
55,0.6834170854271356
56,0.6834170854271356
57,0.6834170854271356
58,0.6834170854271356
59,0.6834170854271356
60,0.6834170854271356
61,0.6834170854271356
62,0.6834170854271356
63,0.6834170854271356
64,0.6834170854271356
65,0.6834170854271356
66,0.6834170854271356
67,0.6834170854271356
68,0.6834170854271356
69,0.6834170854271356
70,0.6834170854271356
71,0.6834170854271356
72,0.6834170854271356
73,0.6834170854271356
74,0.6834170854271356
75,0.6834170854271356
76,0.6834170854271356
77,0.6834170854271356
78,0.6834170854271356
79,0.6834170854271356
80,0.6834170854271356
81,0.6834170854271356
82,0.6834170854271356
83,0.6834170854271356
84,0.6834170854271356
85,0.6834170854271356
86,0.6834170854271356
87,0.6834170854271356
88,0.6834170854271356
89,0.6834170854271356
90,0.6834170854271356
91,0.6834170854271356
92,0.6834170854271356
93,0.6834170854271356
94,0.6834170854271356
95,0.6834170854271356
96,0.6834170854271356
97,0.6834170854271356
98,0.6834170854271356
99,0.6834170854271356
