,0,1
0,0.09374798089265823,0.9145252108573914
1,0.041271429508924484,0.8620486259460449
2,0.002513233572244644,0.8240002989768982
3,-0.0336078405380249,0.7893394827842712
4,-0.06953368335962296,0.7559106349945068
5,-0.10599090158939362,0.7234154343605042
6,-0.1431650072336197,0.6922364234924316
7,-0.18104492127895355,0.6631107330322266
8,-0.21955418586730957,0.6370208263397217
9,-0.25860944390296936,0.6151472926139832
10,-0.29814979434013367,0.5988187193870544
11,-0.33815258741378784,0.5894138813018799
12,-0.37864014506340027,0.5881859064102173
13,-0.41967687010765076,0.5960184335708618
14,-0.4613560140132904,0.6131904721260071
15,-0.5037765502929688,0.6392706036567688
16,-0.5470166206359863,0.6732094287872314
17,-0.59111088514328,0.7135776281356812
18,-0.6360387802124023,0.7588224411010742
19,-0.6817235946655273,0.8074495196342468
20,-0.7280398011207581,0.8581106066703796
21,-0.7748247385025024,0.9096224308013916
22,-0.8218911290168762,0.9609524011611938
23,-0.8690387606620789,1.0111945867538452
24,-0.9160642623901367,1.05954909324646
25,-0.9627690315246582,1.1053107976913452
26,-1.008965253829956,1.147869348526001
27,-1.0544798374176025,1.1867179870605469
28,-1.0991569757461548,1.2214694023132324
29,-1.1428592205047607,1.25187349319458
30,-1.18546724319458,1.2778313159942627
31,-1.2268791198730469,1.2994000911712646
32,-1.2670084238052368,1.3167848587036133
33,-1.3057829141616821,1.3303170204162598
34,-1.3431423902511597,1.3404229879379272
35,-1.379037618637085,1.34758722782135
36,-1.4134291410446167,1.3523149490356445
37,-1.4462864398956299,1.3551008701324463
38,-1.4775874614715576,1.356404185295105
39,-1.5073184967041016,1.356631875038147
40,-1.535474181175232,1.3561304807662964
41,-1.562056303024292,1.3551827669143677
42,-1.5870743989944458,1.3540102243423462
43,-1.6105451583862305,1.3527781963348389
44,-1.6324918270111084,1.3516030311584473
45,-1.652943730354309,1.3505604267120361
46,-1.67193603515625,1.3496930599212646
47,-1.6895089149475098,1.3490186929702759
48,-1.7057067155838013,1.348536729812622
49,-1.7205780744552612,1.3482338190078735
50,-1.7341747283935547,1.3480890989303589
51,-1.7465510368347168,1.3480775356292725
52,-1.7577637434005737,1.348172903060913
53,-1.7678709030151367,1.348349690437317
54,-1.776931643486023,1.3485840559005737
55,-1.7850059270858765,1.3488552570343018
56,-1.7921537160873413,1.3491452932357788
57,-1.798434853553772,1.3494397401809692
58,-1.8039085865020752,1.3497273921966553
59,-1.8086330890655518,1.3499993085861206
60,-1.8126652240753174,1.3502492904663086
61,-1.8160605430603027,1.3504735231399536
62,-1.8188728094100952,1.350669503211975
63,-1.8211537599563599,1.3508365154266357
64,-1.822953224182129,1.350974678993225
65,-1.8243184089660645,1.3510851860046387
66,-1.8252947330474854,1.3511693477630615
67,-1.8259247541427612,1.3512294292449951
68,-1.8262487649917603,1.3512674570083618
69,-1.82630455493927,1.3512859344482422
70,-1.8261274099349976,1.3512870073318481
71,-1.8257499933242798,1.3512731790542603
72,-1.8252028226852417,1.3512465953826904
73,-1.8245139122009277,1.351209282875061
74,-1.8237087726593018,1.3511631488800049
75,-1.8228107690811157,1.3511099815368652
76,-1.8218410015106201,1.3510513305664062
77,-1.8208186626434326,1.3509886264801025
78,-1.8197606801986694,1.3509230613708496
79,-1.8186821937561035,1.3508557081222534
80,-1.817596673965454,1.3507877588272095
81,-1.816515564918518,1.350719690322876
82,-1.8154489994049072,1.3506524562835693
83,-1.8144055604934692,1.3505865335464478
84,-1.8133925199508667,1.3505223989486694
85,-1.8124157190322876,1.3504605293273926
86,-1.8114800453186035,1.3504012823104858
87,-1.810589075088501,1.3503448963165283
88,-1.8097457885742188,1.3502914905548096
89,-1.8089522123336792,1.3502411842346191
90,-1.8082094192504883,1.3501940965652466
91,-1.8075178861618042,1.3501503467559814
92,-1.806877613067627,1.3501098155975342
93,-1.8062881231307983,1.3500725030899048
94,-1.8057483434677124,1.3500382900238037
95,-1.8052568435668945,1.3500070571899414
96,-1.8048118352890015,1.3499788045883179
97,-1.8044116497039795,1.349953532218933
98,-1.8040539026260376,1.3499308824539185
99,-1.8037364482879639,1.3499107360839844
